Optimal - objective value -363.38000000
   1272 squad[1406,25]                            1                       0
   1273 squad[1406,26]                            1                       0
   1274 squad[1406,27]                            1                       0
   1275 squad[1406,28]                            1                   -2.66
   1276 squad[1406,29]                            1                       0
   1277 squad[1406,30]                            1                       0
   1278 squad[1406,31]                            1                       0
   1279 squad[1406,32]                            1                       0
   1280 squad[1406,33]                            1                       0
   1281 squad[1406,34]                            1                       0
   1282 squad[1406,35]                            1                       0
   1283 squad[1406,36]                            1                   -4.53
   1284 squad[1406,37]                            1                       0
   1285 squad[1406,38]                            1                   -3.21
   1286 squad[1406,39]                            1                       0
   1287 squad[1406,40]                            1                       0
   1288 squad[1406,41]                            1                       0
   1289 squad[1406,42]                            1                       0
   1807 squad[182,1]                              1                       0
   1808 squad[182,2]                              1                       0
   1809 squad[182,3]                              1                   -4.66
   1810 squad[182,4]                              1                       0
   1811 squad[182,5]                              1                       0
   1812 squad[182,6]                              1                       0
   1813 squad[182,7]                              1                       0
   1814 squad[182,8]                              1                       0
   1815 squad[182,9]                              1                       0
   1816 squad[182,10]                             1                       0
   1817 squad[182,11]                             1                       0
   1818 squad[182,12]                             1                       0
   1819 squad[182,13]                             1                       0
   1820 squad[182,14]                             1                   -4.24
   1821 squad[182,15]                             1                       0
   1822 squad[182,16]                             1                       0
   1823 squad[182,17]                             1                   -3.89
   1824 squad[182,18]                             1                       0
   1825 squad[182,19]                             1                       0
   1826 squad[182,20]                             1                       0
   1827 squad[182,21]                             1                       0
   1828 squad[182,22]                             1                       0
   1829 squad[182,23]                             1                       0
   1830 squad[182,24]                             1                       0
   1831 squad[182,25]                             1                   -4.74
   1832 squad[182,26]                             1                       0
   1833 squad[182,27]                             1                       0
   1834 squad[182,28]                             1                   -4.17
   1835 squad[182,29]                             1                       0
   1836 squad[182,30]                             1                       0
   1837 squad[182,31]                             1                       0
   1838 squad[182,32]                             1                       0
   1839 squad[182,33]                             1                   -4.39
   1840 squad[182,34]                             1                       0
   1841 squad[182,35]                             1                       0
   1842 squad[182,36]                             1                       0
   1843 squad[182,37]                             1                       0
   1844 squad[182,38]                             1                       0
   1845 squad[182,39]                             1                   -3.72
   1846 squad[182,40]                             1                       0
   1847 squad[182,41]                             1                       0
   1848 squad[182,42]                             1                       0
   2409 squad[1260,1]                             1                       0
   2410 squad[1260,2]                             1                       0
   2411 squad[1260,3]                             1                   -5.29
   2412 squad[1260,4]                             1                       0
   2413 squad[1260,5]                             1                       0
   2414 squad[1260,6]                             1                       0
   2415 squad[1260,7]                             1                       0
   2416 squad[1260,8]                             1                       0
   2417 squad[1260,9]                             1                   -4.57
   2418 squad[1260,10]                            1                       0
   2419 squad[1260,11]                            1                       0
   2420 squad[1260,12]                            1                       0
   2421 squad[1260,13]                            1                       0
   2422 squad[1260,14]                            1                       0
   2423 squad[1260,15]                            1                       0
   2424 squad[1260,16]                            1                       0
   2425 squad[1260,17]                            1                       0
   2426 squad[1260,18]                            1                      -5
