,sky_id,fbref_player,short_team,sky_pos,tff_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,MD_29_Pts,MD_30_Pts,MD_31_Pts,MD_32_Pts,MD_33_Pts,MD_34_Pts,MD_35_Pts,MD_36_Pts,MD_37_Pts,MD_38_Pts,MD_39_Pts,MD_40_Pts,MD_41_Pts,MD_42_Pts,Total_Pts
55,1333,Cheick Doucouré,CRY,MID,3.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,2.94,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,20.720000000000002
56,21,Bukayo Saka,ARS,MID,5.7,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,5.32,0.0,0.0,5.16,0.0,0.0,0.0,37.69
57,225,Séamus Coleman,EVE,DEF,2.9,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,8.7
58,1400,Amadou Onana,EVE,MID,3.1,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,7.03
59,886,Ethan Pinnock,BRE,DEF,2.8,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,24.009999999999998
60,357,Fabinho,LIV,MID,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,441,Javier Manquillo,NEW,DEF,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.68,0.0,0.0,0.0,2.62
62,1302,Harry Arter,FOR,MID,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2068,Saša Lukić,FUL,MID,2.6,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,10.76
64,1307,Ryan Yates,FOR,MID,2.4,0.0,2.31,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,16.75
65,76,Dan Burn,NEW,DEF,3.6,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,4.05,0.0,4.42,0.0,0.0,0.0,23.689999999999998
66,3214,Naouirou Ahamada,CRY,MID,2.8,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,8.93
67,3403,Amari'i Bell,LUT,DEF,2.3,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,7.890000000000001
68,66,Yves Bissouma,TOT,MID,3.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,2.09,0.0,0.0,13.54
69,168,Conor Gallagher,CHE,MID,3.9,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,20.16
70,421,Brandon Williams,MUN,DEF,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1364,Lisandro Martínez,MUN,DEF,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,3.41,0.0,0.0,0.0,19.29
72,1322,Flynn Downes,WHU,MID,2.5,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.62,0.0,0.0,0.0,5.86
73,198,Jaïro Riedewald,CRY,MID,2.4,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,3.53
74,803,Iliman Ndiaye,SHU,MID,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,3401,Jordan Clark,LUT,MID,2.4,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,17.38
76,1329,Omar Richards,FOR,DEF,2.3,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,4.050000000000001
77,159,Jorginho,ARS,MID,3.7,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.7,0.0,0.0,0.0,4.16
78,709,Wesley Fofana,CHE,DEF,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,875,Mads Roerslev,BRE,DEF,2.5,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,6.1499999999999995
80,984,Oliver Skipp,TOT,MID,2.4,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.81,0.0,0.0,4.960000000000001
81,1002,Ibrahima Konaté,LIV,DEF,3.9,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,3.2,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,2.33,0.0,0.0,20.700000000000003
82,33,Cédric Soares,ARS,DEF,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,3416,Anel Ahmedhodzic,SHU,DEF,2.3,0.0,0.0,3.21,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,1.78,0.0,0.0,0.0,15.069999999999999
84,529,Dele Alli,EVE,MID,3.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,4.2700000000000005
85,597,Ben Johnson,WHU,DEF,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.95,0.0,0.0,0.0,3.7199999999999998
86,690,Harrison Ashby,NEW,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,724,Rayan Aït Nouri,WOL,DEF,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6.8100000000000005
88,453,Emil Krafth,NEW,DEF,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.8,0.0,0.0,0.0,3.4799999999999995
89,1378,Harry Toffolo,FOR,DEF,2.3,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,4.3
90,3186,Dango Ouattara,BOU,FOR,3.1,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,1.45,0.0,0.0,0.0,11.41
91,465,Joelinton,NEW,MID,3.5,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3.27,0.0,3.47,0.0,0.0,0.0,22.259999999999998
92,19,Kieran Tierney,ARS,DEF,3.5,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.76,0.0,0.0,0.0,5.61
93,617,Leander Dendoncker,AVL,MID,3.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,2.9200000000000004
94,6,Mohamed Elneny,ARS,MID,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,3405,Pelly Ruddock Mpanzu,LUT,MID,2.4,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,14.469999999999999
96,1405,Iyenoma Udogie,TOT,DEF,2.6,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.99,0.0,0.0,18.83
97,370,Harvey Elliott,LIV,MID,2.9,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.43,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.45,0.0,0.0,10.329999999999998
98,628,Jonny Castro,WOL,DEF,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.73,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,5.08
99,1225,Joe Rothwell,BOU,MID,2.4,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,1.37,0.0,0.0,0.0,9.330000000000002
100,84,Tariq Lamptey,BHA,DEF,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,598,Declan Rice,ARS,MID,3.8,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,2.32,0.0,0.0,0.0,16.16
102,706,Nélson Semedo,WOL,DEF,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,1.44,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,12.51
103,812,Hugo Bueno,WOL,DEF,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,1.28,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,10.99
104,425,Luke Shaw,MUN,DEF,4.3,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,3.43,0.0,0.0,0.0,19.86
105,3205,Yasin Ayari,BHA,MID,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1242,Chris Mepham,BOU,DEF,2.5,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,1.7,0.0,0.0,0.0,12.889999999999999
107,3212,Pedro Porro,TOT,DEF,3.7,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,2.09,0.0,0.0,17.619999999999997
108,346,James Milner,BHA,MID,3.1,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,1.21,0.0,0.0,0.0,0.0,8.31
109,593,Josh Cullen,BUR,MID,2.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,2.88,0.0,0.0,0.0,2.73,0.0,0.0,0.0,16.490000000000002
110,335,Youri Tielemans,AVL,MID,4.4,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,2.94,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,19.299999999999997
111,1027,Albert Sambi Lokonga,ARS,MID,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,70,Solly March,BHA,MID,3.5,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,4.05,0.0,0.0,0.0,0.0,32.69
113,1046,Trevoh Chalobah,CHE,DEF,3.2,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,12.780000000000001
114,553,Ryan Sessegnon,TOT,DEF,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.94,0.0,0.0,5.9
115,56,Jacob Ramsey,AVL,MID,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,4.03
116,1230,Jefferson Lerma,CRY,MID,3.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,2.38,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,17.26
117,615,Ryan Fredericks,BOU,DEF,2.5,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,1.09,0.0,0.0,0.0,7.839999999999999
118,1001,Michael Olise,CRY,MID,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,2.58,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,14.18
119,115,Dwight McNeil,EVE,FOR,3.4,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,17.1
120,398,Rodri,MCI,MID,4.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,25.6
121,404,James Garner,EVE,MID,2.5,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,15.940000000000001
122,1193,Chiquinho,WOL,FOR,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
